"Pop / Idol , Ballad, Dance","Workwear, Techwear, Dandy"
"Rap/ Hip Hop, R&B / Soul, Rock / Metal","Casual, Workwear, Street"
"Pop, Ballad, R&B / Soul","Casual, Workwear, Chic"
"Pop, Rap/Hiphop, Indie","Casual, Workwear, Street"
"Idol, Ballad, Dance","Casual, Workwear, Dandy"
"Rap/ Hip Hop, R&B / Soul, Rock / Metal","Street, Goth, Dandy"
"Pop, Idol, Ballad","Casual, Street, Vintage"
"Pop, Ballad, Indie","Casual, Workwear, Dandy"
"Pop, Dance, Rock / Metal","Workwear, Street, Dandy"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Street, Dandy"
"Pop, Ballad, Rap/Hiphop","Casual, Grunge, Dandy"
"Pop, Indie, Rock / Metal","Casual, Workwear, Techwear"
"Rap/Hiphop, R&B / Soul, Indie","Street, Grunge, Techwear"
"Idol, Ballad, Dance","Casual, Workwear, Dandy"
"Rap/Hiphop, Indie, Rock / Metal","Street, Vintage, Techwear"
"Ballad, Rap/Hiphop, R&B / Soul","Street, Grunge, Techwear"
"Pop, Ballad","Goth, Techwear"
"Pop, Rap/Hiphop, Rock / Metal","Casual, Athleisure, Street"
"Ballad, Rap/Hiphop, R&B / Soul","Casual, Street, Dandy"
"Ballad, Rap/Hiphop, Indie","Casual, Workwear, Street"
"Pop, Ballad, Dance","Casual, Street, Chic"
"Ballad, Rap/Hiphop, R&B / Soul","Casual, Street, Grunge"
"Pop, Ballad, Rap/Hiphop","Casual, Workwear, Dandy"
"Pop, R&B / Soul, Rock / Metal","Casual, Workwear, Grunge"
"Dance, Rap/Hiphop, Rock / Metal","Workwear, Street, Techwear"
"Pop, Rap/Hiphop, Rock / Metal","Casual, Street, Techwear"
"Idol, Ballad, Indie","Casual, Street, Chic"
"Rap/Hiphop, R&B / Soul, Indie","Workwear, Preppy, Dandy"
"Idol, Ballad, Indie","Casual, Vintage, Chic"
"Rap/Hiphop, R&B / Soul, Indie","Workwear, Street, Chic"
"Pop, Ballad, R&B / Soul","Workwear, Chic, Grunge"
"Idol, Dance, R&B / Soul","Casual, Bohemian, Dandy"
"Pop, Idol, Dance","Casual, Workwear, Athleisure"
"Pop, Idol, Rock / Metal","Casual, Grunge, Dandy"
"Pop, Ballad, Indie","Casual, Techwear, Dandy"
"Pop, R&B / Soul, Rock / Metal","Casual, Workwear, Chic"
"Pop, Idol, Ballad","Casual, Athleisure, Chic"
"Pop, Idol, Dance","Street, Chic, Bohemian"
"Pop, Idol, Ballad","Street, Grunge, Techwear"
"Idol, Dance, Rap/Hiphop","Casual, Athleisure, Street"
"Pop, R&B / Soul, Indie","Casual, Workwear, Vintage"
"Pop, Ballad, R&B / Soul","Athleisure, Street, Grunge"
"Idol, Ballad, Rap/Hiphop","Casual, Workwear, Preppy"
"Pop, Dance, R&B / Soul","Casual, Workwear, Street"
"Pop, Idol, Ballad","Casual, Workwear, Athleisure"
"Pop, Ballad, Instrumental, orchestral, ","Casual, Chic, Preppy"
"Idol, Ballad, R&B / Soul","Casual, Street, Chic"
"Pop, Dance, Kpop ","Casual, Street, Grunge"
"Pop, Ballad, R&B / Soul","Casual, Street, Vintage"
"Idol, Ballad, Dance","Casual, Chic, Bohemian"
"Pop, Indie, TWICE","Casual, Workwear, Street"
"Pop, R&B / Soul, Rock / Metal","Casual, Street, Chic"
"Pop, Idol, Dance","Casual, Workwear, Dandy"
"Pop, Ballad, Dance","Casual, Workwear, Vintage"
"Pop, Ballad, R&B / Soul","Casual, Workwear, Dandy"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Street, Chic"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Workwear, Dandy"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Athleisure, Street"
"Idol, Dance, Rock / Metal","Casual, Athleisure, Vintage"
"Pop, Ballad, R&B / Soul","Casual, Vintage, Dandy"
"Pop, Dance, R&B / Soul","Casual, Athleisure, Street"
"Pop, Rap/Hiphop, Indie","Street, Vintage, Chic"
"Idol, Ballad, Dance","Street, Vintage, Chic"
"Pop, Ballad, R&B / Soul","Casual, Workwear, Goth"
"Pop, Idol, Trot","Casual, Street, Chic"
"Pop, Ballad, R&B / Soul","Casual, Street, Chic"
"Idol, Ballad, Dance","Street, Vintage, Chic"
"Idol, Ballad, Dance","Casual, Athleisure, Street"
"Pop, Dance, R&B / Soul","Athleisure, Preppy, Bohemian"
"Pop, Ballad, R&B / Soul","Workwear, Vintage, Bohemian"
"Pop, Dance, Rock / Metal","Casual, Street, Preppy"
"Pop, Ballad, Dance","Casual, Workwear, Vintage"
"Pop, Ballad, Dance","Casual, Workwear, Street"
"Pop, Ballad, Indie","Casual, Workwear, Chic"
"Pop, Dance, R&B / Soul","Casual, Workwear, Chic"
"Dance, Rap/Hiphop, Rock / Metal","Casual, Workwear, Street"
"Pop, Rap/Hiphop, Indie","Workwear, Techwear, Dandy"
"Pop, Idol, R&B / Soul","Casual, Street, Chic"
"Pop, Idol, Rap/Hiphop","Casual, Street, Preppy"
"Pop, Idol, Rap/Hiphop","Casual, Street, Chic"
"Pop, Idol, Ballad","Casual, Workwear, Street"
"Pop, Idol, Ballad","Chic, Preppy, Bohemian"
"Ballad, R&B / Soul, Chinese","Casual, Workwear, Street"
"Pop, Ballad, Dance","Casual, Chic, Grunge"
"Pop, Ballad, Indie","Street, Vintage, Bohemian"
"Idol, Ballad, Dance","Casual, Vintage, Dandy"
"Pop, Ballad, R&B / Soul","Casual, Workwear, Dandy"
"Pop, Idol, Rock / Metal","Casual, Workwear, Street"
"Pop, Rap/Hiphop, Indie","Casual, Workwear, Dandy"
"Pop, Ballad, Rock / Metal","Casual, Workwear, Dandy"
"Pop, Ballad, Dance","Casual, Athleisure, Chic"
"Pop, Rock / Metal, EDM","Workwear, Athleisure, Street"
"Pop, Idol, Ballad","Vintage, Chic, seethrough loom"
"Pop, R&B / Soul, Rock / Metal","Casual, Workwear, Street"
"Idol, Ballad, Rap/Hiphop","Casual, Workwear, Dandy"
"Pop, Idol, Dance","Casual, Workwear, Dandy"
"Ballad, Dance, Rap/Hiphop","Casual, Vintage, Dandy"
"Pop, Rap/Hiphop, Rock / Metal","Casual, Workwear, Dandy"
"Pop, Ballad, Dance","Casual, Workwear, Dandy"
"Pop, Dance, Indie","Casual, Workwear, Dandy"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Street, Chic"
"Ballad, R&B / Soul, Indie","Casual, Workwear, Dandy"
"Idol, Ballad, Dance","Casual, Workwear, Dandy"
"Dance, Rap/Hiphop, R&B / Soul","Workwear, Street, Techwear"
"Pop, Indie, Rock / Metal","Workwear, Techwear, Dandy"
"Pop, Ballad, Indie","Casual, Workwear, Dandy"
"Ballad, R&B / Soul, Indie","Casual, Workwear, Dandy"
"Idol, Ballad, R&B / Soul","Casual, Workwear, Dandy"
"Pop, Dance, Indie","Casual, Workwear, Chic"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Chic, Dandy"
"Idol, Ballad, Indie","Casual, Workwear, Grunge"
"Pop, Idol, Dance","Casual, Vintage, Chic"
"Pop, Ballad, R&B / Soul","Casual, Workwear, Dandy"
"Ballad, R&B / Soul, Indie","Casual, Workwear, Street"
"Idol, Dance, R&B / Soul","Casual, Workwear, Bohemian"
"Pop, Idol, Dance","Casual, Workwear, Chic"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Street, Dandy"
"Pop, Idol, Dance","Casual, Vintage, Preppy"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Bohemian, Dandy"
"Pop, Dance, Rock / Metal","Street, Chic, Bohemian"
"Pop, Idol, Ballad","Casual, Workwear, Dandy"
"Pop, Rock / Metal","Workwear, Techwear, "
"Pop, Rap/Hiphop, Rock / Metal","Casual, Workwear, Dandy"
"Pop, Ballad, Rap/Hiphop","Casual, Street, Chic"
"Pop, Rap/Hiphop, Rock / Metal","Casual, Workwear, Dandy"
"Pop, Ballad, R&B / Soul","Workwear, Chic, Preppy"
"Pop, Ballad, Indie","Casual, Preppy, Grunge"
"Pop, Idol, Rock / Metal","Vintage, Chic, Bohemian"
"Ballad, Dance, R&B / Soul","Casual, Street, Dandy"
"Pop, Idol, Dance","Casual, Workwear, Dandy"
"Pop, Rap/Hiphop, R&B / Soul","Street, Grunge,"
"Pop, Idol, Rap/Hiphop","Casual, Workwear, Vintage"
"Pop, Idol, Ballad","Casual, Street, Chic"
"Pop, Ballad, Indie","Casual, Athleisure, Street"
"Ballad, Rap/Hiphop, R&B / Soul","Casual, Workwear, Dandy"
"Idol, Ballad, Indie","Chic, Preppy, Grunge"
"Pop, Dance, Rap/Hiphop","Casual, Street, Chic"
"Pop, Idol, Rock / Metal","Vintage, Techwear, Dandy"
"Pop, Idol, R&B / Soul","Casual, Workwear, Chic"
"Rap/Hiphop, R&B / Soul, Indie","Workwear, Chic, Grunge"
"Pop, Idol, Indie","Casual, Street, Chic"
"Pop, Idol, Dance","Casual, Workwear, Vintage"
"Pop, Idol, Rock / Metal","Street, Vintage, Grunge"
"Pop, Rap/Hiphop, Indie","Street, Chic, Grunge"
"Dance, Rap/Hiphop, Indie","Street, Vintage, Chic"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Athleisure, Street"
"Pop, Ballad, R&B / Soul","Casual, Athleisure, Street"
"Pop, Idol, Dance","Casual, Chic, Preppy"
"Pop, Idol, Indie","Street, Chic, Bohemian"
"Pop, R&B / Soul, Indie","Workwear, Athleisure, Street"
"Pop, Ballad, Rap/Hiphop","Casual, Workwear, Athleisure"
"Pop, Idol, Indie","Casual, Street, Grunge"
"Pop, Indie, alternative","Casual, Athleisure, Street"
"Pop, Dance, Rock / Metal","Casual, Vintage, Preppy"
"Idol, Rap/Hiphop, R&B / Soul","Athleisure, Street, Dandy"
"Pop, Dance, Indie","Street, Chic, Techwear"
"Pop, R&B / Soul, Indie","Casual, Athleisure, Street"
"Pop, Indie, alternative","Casual, Street, Grunge"
"Pop, Indie, Lofi ","Workwear, Chic, Preppy"
"Idol, R&B / Soul, Indie","Street, Chic, Grunge"
"Pop, Rap/Hiphop, EDM","Workwear, Street, Chic"
"Pop, Ballad, R&B / Soul","Casual, Street, Grunge"
"Pop, R&B / Soul, Indie","Street, Vintage, Chic"
"Pop, Idol, R&B / Soul","Workwear, Athleisure, Chic"
"Pop, Rap/Hiphop, R&B / Soul","Casual, Street, Grunge"
"Idol, Dance, Indie","Casual, Workwear, Grunge"
